result,description
0.7812949568723487,"echo ""deb http://ppa.launchpad.net/ansible/ansible/ubuntu xenial main"" | tee /etc/apt/sources.list.d/ansible.list           &&     echo ""deb-src http://ppa.launchpad.net/ansible/ansible/ubuntu xenial main"" | tee -a /etc/apt/sources.list.d/ansible.list    &&     apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv-keys 7BB9C367    &&     DEBIAN_FRONTEND=noninteractive apt-get update && apt-get install -y --no-install-recommends         ansible         fonts-lato         javascript-common         libjs-jquery         libruby         rake         ruby         ruby-minitest         ruby-test-unit         rubygems-integration         unzip         zip &&     rm -rf /var/lib/apt/lists/*  /etc/apt/sources.list.d/ansible.list &&     gem install bundler &&     gem cleanup all"
0.7031898170791497,apt-get update -q &&     apt-get install --no-install-recommends -y -q         python3-dev         python3-pip         build-essential         gcc         swig         curl         git         libgomp1         ca-certificates &&     pip3 install setuptools pip --upgrade &&     curl -sL https://deb.nodesource.com/setup_8.x | bash - &&     apt-get install --no-install-recommends -y -q nodejs
0.7173805591955785,yum check-update -y ;     yum install -y --setopt=tsflags=nodocs libv4l.i686 fontconfig.i686 libXcomposite.i686 libXinerama.i686 libgphoto2.i686 libxml2.i686 libxslt.i686 openldap.i686 sane-backends-libs.i686 mesa-dri-drivers.i686 isdn4k-utils.i686 gsm.i686 gstreamer-plugins-base.i686 lcms2.i686 mesa-libOSMesa.i686 libtiff.i686 gnutls.i686 glibc.i686 zlib.i686 freetype.i686 libgcc.i686 libXext.i686 alsa-lib.i686 cups-libs.i686 libXcursor.i686 libXi.i686 libXrandr.i686 libXrender.i686 libXxf86vm.i686 openssl.i686 libpng.i686 libX11.i686 mesa-libGL.i686 freetype.x86_64 glibc.x86_64 libICE.i686 libICE.x86_64 libSM.i686 libSM.x86_64 libX11.x86_64 libXext.x86_64 libgcc.x86_64 libpng.x86_64 nss-mdns.i686 nss-mdns.x86_64 pygtk2 zlib.x86_64 wqy-microhei-fonts &&     yum install -y --setopt=tsflags=nodocs kde-l10n-Chinese &&     yum reinstall -y glibc-common &&     yum clean all && rm -rf /var/cache/yum/*
0.7060930372558208,"cd snapcraft  && echo ""override_dh_auto_test:"" >> debian/rules  && mk-build-deps debian/control -i --tool 'apt-get -y --no-install-recommends'  && dpkg-buildpackage -us -uc"
0.7060930372558208,apk add --no-cache git     && rm -rf html/     && git clone https://github.com/CodFrm/cas.git /var/www/html     && cd html     && apk del git     && chown www .env
0.7060930372558208,git clone --depth=1 https://github.com/jvm-profiling-tools/async-profiler     && cd async-profiler && make
0.7055497598511462,git clone --depth=1 https://github.com/jvm-profiling-tools/async-profiler     && cd async-profiler && make
0.7060930372558208,git clone --depth=1 https://github.com/jvm-profiling-tools/perf-map-agent     && cd perf-map-agent && cmake . && make
0.7055497598511462,git clone --depth=1 https://github.com/jvm-profiling-tools/perf-map-agent     && cd perf-map-agent && cmake . && make
0.7242709040346909,yum update -y &&     yum install -y python3 python3-pip &&     useradd -m -s /bin/bash stegoveritas &&     mkdir -p /opt
